FuncionalProgramática - Código;AnoExercício FuncionalProgramática;Situação FuncionalProgramática;FuncionalProgramática - Formatado;Função - Código;AnoExercício Função;Situação Função;Função - Descrição;Subfunção - Código;AnoExercício Subfunção;Situação Subfunção;Subfunção - Descrição;Programa - Código;AnoExercício Programa;Situação Programa;Programa - Descrição;Identificador ProjetoAtividade - Código;AnoExercício Identificador ProjetoAtividade;Situação Identificador ProjetoAtividade;Identificador ProjetoAtividade - Descrição;ProjetoAtividade - Código;AnoExercício ProjetoAtividade;Situação ProjetoAtividade;ProjetoAtividade - Descrição;SubprojetoSubatividade - Código;IAG - Código;AnoExercício IAG;Situação IAG;IAG - Descrição;IAG - Código-Descrição
4,12416E+15;2019;ATIVO;4.124.161.401.120.000;4;2019;ATIVO;ADMINISTRAÇÃO;124;2019;ATIVO;CONTROLE INTERNO;161;2019;ATIVO;AUDITORIA GOVERNAMENTAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;112;2019;ATIVO;CRÉDITO FUNDIÁRIO RURAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12416E+15;2019;ATIVO;4.124.161.404.070.000;4;2019;ATIVO;ADMINISTRAÇÃO;124;2019;ATIVO;CONTROLE INTERNO;161;2019;ATIVO;AUDITORIA GOVERNAMENTAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;407;2019;ATIVO;FORTALECENDO OS CONTROLES;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12601E+15;#MULTIVALUE;ATIVO;4.126.012.100.030.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;12;#MULTIVALUE;ATIVO;OUVIDORIA 4.0 PARA APOIO AOS SERVIÇOS DO ESTADO E ÀS POLÍTICAS PÚBLICAS;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;3;#MULTIVALUE;ATIVO;DIVERSIFICAÇÃO DOS CANAIS DE ATENDIMENTO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12601E+15;2020;ATIVO;4.126.012.100.040.000;4;2020;ATIVO;ADMINISTRAÇÃO;126;2020;ATIVO;TECNOLOGIA DA INFORMAÇÃO;12;2020;ATIVO;OUVIDORIA 4.0 PARA APOIO AOS SERVIÇOS DO ESTADO E ÀS POLÍTICAS PÚBLICAS;1;2020;ATIVO;PROJETO DO ORÇAMENTO FISCAL;4;2020;ATIVO;INTEGRAÇÃO DOS SISTEMAS DE OUVIDORIA;1;0;2020;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12601E+15;2019;ATIVO;4.126.014.200.130.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;14;2019;ATIVO;GESTÃO FISCAL, CONTÁBIL E FINANCEIRA DO ESTADO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;13;2019;ATIVO;PROJETOS E ESTUDOS DE TECNOLOGIA MINERAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12601E+15;2019;ATIVO;4.126.014.200.160.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;14;2019;ATIVO;GESTÃO FISCAL, CONTÁBIL E FINANCEIRA DO ESTADO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;16;2019;ATIVO;PROJETO GÁS NATURAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12601E+15;2019;ATIVO;4.126.014.200.170.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;14;2019;ATIVO;GESTÃO FISCAL, CONTÁBIL E FINANCEIRA DO ESTADO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;17;2019;ATIVO;CONSTRUÇÃO E REFORMA DE EQUIPAMENTOS CULTURAIS E TURÍSTICOS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12604E+15;2019;ATIVO;4.126.040.401.360.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;40;2019;ATIVO;ESTUDOS, PESQUISAS, INFORMAÇÕES E DADOS ESTATÍSTICOS PRODUZIDOS PELA FJP;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;136;2019;ATIVO;APOIO À PERMANÊNCIA DO JOVEM NO CAMPO E À CONTINUIDADE DA AGRICULTURA FAMILIAR - SUCESSÃO RURAL;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12604E+15;2021;ATIVO;4.126.041.100.810.000;4;2021;ATIVO;ADMINISTRAÇÃO;126;2021;ATIVO;TECNOLOGIA DA INFORMAÇÃO;41;2021;ATIVO;MINAS ATENDE;1;2021;ATIVO;PROJETO DO ORÇAMENTO FISCAL;81;2021;ATIVO;REGIONALIZAÇÃO DO ENSINO TÉCNICO, PROFISSIONALIZANTE E SUPERIOR;1;1;2021;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
4,12604E+15;#MULTIVALUE;ATIVO;4.126.041.400.970.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;41;#MULTIVALUE;ATIVO;MINAS ATENDE;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;97;#MULTIVALUE;ATIVO;RELACIONAMENTO COM O CIDADÃO - MANUTENÇÃO DOS CANAIS DE ATENDIMENTO ELETRÔNICO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12607E+15;#MULTIVALUE;ATIVO;4.126.069.402.490.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;69;#MULTIVALUE;ATIVO;GESTÃO E COORDENAÇÃO DA ATUAÇÃO GOVERNAMENTAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;249;#MULTIVALUE;ATIVO;DISPONIBILIZAÇÃO DO SISTEMA ELETRÔNICO DE INFORMAÇÕES (SEI) NO ESTADO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12607E+15;#MULTIVALUE;ATIVO;4.126.069.404.730.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;69;#MULTIVALUE;ATIVO;GESTÃO E COORDENAÇÃO DA ATUAÇÃO GOVERNAMENTAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;473;#MULTIVALUE;ATIVO;APRIMORAMENTO DA GOVERNANÇA DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12612E+15;#MULTIVALUE;ATIVO;4.126.115.200.480.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;115;#MULTIVALUE;ATIVO;GESTÃO DA INFORMAÇÃO COM USO DE TECNOLOGIA E COMUNICAÇÃO;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;48;#MULTIVALUE;ATIVO;TRANSFORMAÇÃO DIGITAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12612E+15;#MULTIVALUE;ATIVO;4.126.115.200.510.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;115;#MULTIVALUE;ATIVO;GESTÃO DA INFORMAÇÃO COM USO DE TECNOLOGIA E COMUNICAÇÃO;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;51;#MULTIVALUE;ATIVO;PROPOSIÇÃO, AMPLIAÇÃO E SUSTENTAÇÃO DE SOLUÇÕES E ATENDIMENTO AOS USUÁRIOS DE TIC;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12612E+15;#MULTIVALUE;ATIVO;4.126.115.200.520.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;115;#MULTIVALUE;ATIVO;GESTÃO DA INFORMAÇÃO COM USO DE TECNOLOGIA E COMUNICAÇÃO;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;52;#MULTIVALUE;ATIVO;SUSTENTAÇÃO DO DATA CENTER;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12616E+15;2019;ATIVO;4.126.155.200.890.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;155;2019;ATIVO;GOVERNANÇA ELETRÔNICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;89;2019;ATIVO;DISPONIBILIZAÇÃO DO SISTEMA ELETRÔNICO DE INFORMAÇÕES (SEI) NO ESTADO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,1262E+15;2019;ATIVO;4.126.198.405.610.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;198;2019;ATIVO;MODERNIZAÇÃO DOS SISTEMA DE INFORMAÇÃO DE CASA CIVIL E RELAÇÕES INSTITUCIONAIS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;561;2019;ATIVO;MANUTENÇÃO E DESENVOLVIMENTO DE SISTEMAS DE INFORMAÇÃO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,1267E+15;2019;ATIVO;4.126.702.707.230.000;4;2019;ATIVO;ADMINISTRAÇÃO;126;2019;ATIVO;TECNOLOGIA DA INFORMAÇÃO;702;2019;ATIVO;OBRIGAÇÕES ESPECIAIS;7;2019;ATIVO;OPERAÇÃO ESPECIAL;723;2019;ATIVO;PROGRAMAÇÃO A CARGO DA COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS - PRODEMGE;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12671E+15;#MULTIVALUE;ATIVO;4.126.705.707.230.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;126;#MULTIVALUE;ATIVO;TECNOLOGIA DA INFORMAÇÃO;705;#MULTIVALUE;ATIVO;APOIO ÀS POLÍTICAS PÚBLICAS;7;#MULTIVALUE;ATIVO;OPERAÇÃO ESPECIAL;723;#MULTIVALUE;ATIVO;PROGRAMAÇÃO A CARGO DO ESTADO PARA A COMPANHIA DE TECNOLOGIA DA INFORMAÇÃO DO ESTADO DE MINAS GERAIS - PRODEMGE;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12704E+15;2019;ATIVO;4.127.040.401.460.000;4;2019;ATIVO;ADMINISTRAÇÃO;127;2019;ATIVO;ORDENAMENTO TERRITORIAL;40;2019;ATIVO;ESTUDOS, PESQUISAS, INFORMAÇÕES E DADOS ESTATÍSTICOS PRODUZIDOS PELA FJP;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;146;2019;ATIVO;DIFUSÃO DE CONHECIMENTOS PARA GESTÃO METROPOLITANA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12704E+15;2019;ATIVO;4.127.040.401.470.000;4;2019;ATIVO;ADMINISTRAÇÃO;127;2019;ATIVO;ORDENAMENTO TERRITORIAL;40;2019;ATIVO;ESTUDOS, PESQUISAS, INFORMAÇÕES E DADOS ESTATÍSTICOS PRODUZIDOS PELA FJP;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;147;2019;ATIVO;MANUTENÇÃO DO CONSELHO ESTADUAL DOS DIREITOS DA CRIANÇA E DO ADOLESCENTE.;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12715E+15;2019;ATIVO;4.127.146.406.680.000;4;2019;ATIVO;ADMINISTRAÇÃO;127;2019;ATIVO;ORDENAMENTO TERRITORIAL;146;2019;ATIVO;MINAS INTEGRADA;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;668;2019;ATIVO;APOIO E SUPORTE AOS PROJETOS METROPOLITANOS DO VALE DO AÇO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12801E+15;2019;ATIVO;4.128.014.200.190.000;4;2019;ATIVO;ADMINISTRAÇÃO;128;2019;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;14;2019;ATIVO;GESTÃO FISCAL, CONTÁBIL E FINANCEIRA DO ESTADO;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;19;2019;ATIVO;EVENTOS DE PROMOÇÃO E COMERCIALIZAÇÃO;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12802E+15;#MULTIVALUE;ATIVO;4.128.015.200.160.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;128;#MULTIVALUE;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;15;#MULTIVALUE;ATIVO;APRIMORAMENTO DOS PROCESSOS DE ATENDIMENTO, ANÁLISE E RESPOSTA;2;#MULTIVALUE;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;16;#MULTIVALUE;ATIVO;FORMAÇÃO EM OUVIDORIA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12807E+15;#MULTIVALUE;ATIVO;4.128.067.401.390.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;128;#MULTIVALUE;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;67;#MULTIVALUE;ATIVO;POLÍTICAS DE INTEGRAÇÃO E SEGURANÇA ALIMENTAR E NUTRICIONAL;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;139;#MULTIVALUE;ATIVO;CAPACITAÇÃO E APOIO TÉCNICO AOS MUNICÍPIOS PARA PROMOÇÃO DO DESENVOLVIMENTO REGIONAL;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,1287E+15;2019;ATIVO;4.128.701.200.180.000;4;2019;ATIVO;ADMINISTRAÇÃO;128;2019;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;18;2019;ATIVO;EDITAIS DE APOIO À INDÚSTRIA CRIATIVA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,1287E+15;2019;ATIVO;4.128.701.200.300.000;4;2019;ATIVO;ADMINISTRAÇÃO;128;2019;ATIVO;FORMAÇÃO DE RECURSOS HUMANOS;701;2019;ATIVO;APOIO À ADMINISTRAÇÃO PÚBLICA;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;30;2019;ATIVO;GESTÃO DE RECURSOS HUMANOS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.100.070.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;1;2019;ATIVO;PROJETO DO ORÇAMENTO FISCAL;7;2019;ATIVO;SIMPLIFICAÇÃO TRIBUTÁRIA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.200.200.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;20;2019;ATIVO;GESTÃO DE PARQUES, BALNEÁRIOS E HOTÉIS DA CODEMIG;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.400.180.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;18;2019;ATIVO;GESTÃO DAS ATIVIDADES DE TRIBUTAÇÃO, ARRECADAÇÃO E FISCALIZAÇÃO.;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.400.190.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;19;2019;ATIVO;GESTÃO EFETIVA DO CRÉDITO TRIBUTÁRIO, CONSTITUIÇÃO E COBRANÇA.;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.400.220.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;22;2019;ATIVO;MANUTENÇÃO DA ADMINISTRAÇÃO TRIBUTÁRIA;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12902E+15;2019;ATIVO;4.129.015.400.480.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;15;2019;ATIVO;GESTÃO EFETIVA DA ADMINISTRAÇÃO TRIBUTÁRIA ESTADUAL;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;48;2019;ATIVO;INCENTIVO À IMPLANTAÇÃO DE ESTAÇÕES ADUANEIRAS DO INTERIOR - EADIS;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12904E+15;#MULTIVALUE;ATIVO;4.129.040.404.970.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;40;#MULTIVALUE;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;497;#MULTIVALUE;ATIVO;GESTÃO DO FUNDO ESPECIAL DE CRÉDITOS INADIMPLIDOS E DA DÍVIDA ATIVA - FECIDAT;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12904E+15;#MULTIVALUE;ATIVO;4.129.040.405.010.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;40;#MULTIVALUE;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;501;#MULTIVALUE;ATIVO;GESTÃO DE ATIVOS IMOBILIÁRIOS DE MINAS GERAIS - FAIMG;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12904E+15;#MULTIVALUE;ATIVO;4.129.040.405.030.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;40;#MULTIVALUE;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;503;#MULTIVALUE;ATIVO;FUNDO DE INVESTIMENTOS IMOBILIÁRIOS DE MINAS GERAIS - FIIMG;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12906E+15;2019;ATIVO;4.129.058.201.110.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;58;2019;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;111;2019;ATIVO;GESTÃO DO FUNDO ESPECIAL DE CRÉDITOS INADIMPLIDOS E DÍVIDA ATIVA - FECIDAT;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12906E+15;2019;ATIVO;4.129.058.201.580.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;58;2019;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;2;2019;ATIVO;ATIVIDADE MEIO DO ORÇAMENTO FISCAL - GRP;158;2019;ATIVO;OPERACIONALIZAÇÃO DO FUNDO ESPECIAL DE CRÉDITOS INADIMPLIDOS E DÍVIDA ATIVA - FECIDAT;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12906E+15;2019;ATIVO;4.129.058.401.250.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;58;2019;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;125;2019;ATIVO;PROMOÇÃO DA AUTONOMIA DAS MULHERES;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12906E+15;2019;ATIVO;4.129.058.401.270.000;4;2019;ATIVO;ADMINISTRAÇÃO;129;2019;ATIVO;ADMINISTRAÇÃO DE RECEITAS;58;2019;ATIVO;FOMENTO E INCENTIVO DE INVESTIMENTOS;4;2019;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;127;2019;ATIVO;GARANTIA DE RENDA MÍNIMA AOS AGRICULTORES FAMILIARES;1;0;2019;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12911E+15;#MULTIVALUE;ATIVO;4.129.113.100.360.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;113;#MULTIVALUE;ATIVO;GESTÃO EFICIENTE DA ADMINISTRAÇÃO TRIBUTÁRIA;1;#MULTIVALUE;ATIVO;PROJETO DO ORÇAMENTO FISCAL;36;#MULTIVALUE;ATIVO;MELHORIA DAS INSTALAÇÕES FAZENDÁRIAS;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12911E+15;#MULTIVALUE;ATIVO;4.129.113.402.780.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;113;#MULTIVALUE;ATIVO;GESTÃO EFICIENTE DA ADMINISTRAÇÃO TRIBUTÁRIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;278;#MULTIVALUE;ATIVO;GESTÃO DA TRIBUTAÇÃO, ARRECADAÇÃO, FISCALIZAÇÃO, CRÉDITO E COBRANÇA;1;0;#MULTIVALUE;ATIVO;AÇÃO DE ACOMPANHAMENTO GERAL;0 - AÇÃO DE ACOMPANHAMENTO GERAL
4,12911E+15;#MULTIVALUE;ATIVO;4.129.113.402.810.000;4;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO;129;#MULTIVALUE;ATIVO;ADMINISTRAÇÃO DE RECEITAS;113;#MULTIVALUE;ATIVO;GESTÃO EFICIENTE DA ADMINISTRAÇÃO TRIBUTÁRIA;4;#MULTIVALUE;ATIVO;ATIVIDADE FIM DO ORÇAMENTO FISCAL;281;#MULTIVALUE;ATIVO;SIMPLIFICAÇÃO TRIBUTÁRIA;1;1;#MULTIVALUE;ATIVO;AÇÕES DE ACOMPANHAMENTO INTENSIVO;1 - AÇÕES DE ACOMPANHAMENTO INTENSIVO
