CentroCusto - Código;AnoExercício CentroCusto;Situação CentroCusto;CentroCusto - Descrição;CentroCusto - Descrição Complementar;Órgão CentroCusto - Código;Órgão CentroCusto - Nome;Órgão CentroCusto - Sigla
317;2021;ATIVO;GOV - DOADOR INAPTO                                                   ;20230109;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
317;2021;ATIVO;OUTRAS DESPESAS DO FPP-MG                                             ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
317;2021;ATIVO;PRESIDIO DE EUGENOPOLIS                                               ;PRESIDIO DE EUGENOPOLIS       ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
317;2021;ATIVO;PROGRAMA DE INTERVENCAO PRECOCE AVANCADA - PIPA                       ;4745;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
317;2021;ATIVO;UNIDADE I - ENVELOPAMENTO                                             ;211302;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
318;2021;ATIVO;AEROPORTO REGIONAL DA ZONA DA MATA - GOIANA                           ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
318;2021;ATIVO;FONOAUDIOLOGIA DESCENTRALIZADA - CEMEAR                               ;4745;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
318;2021;ATIVO;GOV - COLETA EXTERNA                                                  ;20230110;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
318;2021;ATIVO;MANTER A SUF                                                          ;0010010012002U002             ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
318;2021;ATIVO;PRESIDIO DE BOCAIUVA                                                  ;PRESIDIO DE BOCAIUVA          ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
318;2021;ATIVO;UNIDADE I - ENVASE                                                    ;211302;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
319;2021;ATIVO;ASSESSORIA DE INTELIGENCIA                                            ;ASSESSORIA DE INTELIGENCIA    ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
319;2021;ATIVO;COMPLEXO DO MINEIRAO - BELO HORIZONTE                                 ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
319;2021;ATIVO;CUSTEIO DOS CENTROS HIPERDIA                                          ;4727;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
319;2021;ATIVO; EMENDA Nº 13.738 - CONSTRUIR, AMPLIAR E/OU REFORMAR PRÉDIOS ESCOLARES;0010081074309SRF1940          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
319;2021;ATIVO;GOV - FRACIONAMENTO/ CENTRAL DE PRODUÇÃO                              ;20230201;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
319;2021;ATIVO;SERVIÇO DE PRODUTOS ESPECIAIS                                         ;214301;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
320;2021;ATIVO;EMENDA Nº 13.752 - CONSTRUIR, AMPLIAR E/OU REFORMAR PRÉDIOS ESCOLARES ;0010081074309SRF1941          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
320;2021;ATIVO;GOV - SOROLOGIA                                                       ;20230202;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
320;2021;ATIVO;P. ESPECIAIS-PESAGEM, TAMIZ.MISTURA                                   ;214302;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
320;2021;ATIVO;PRO HOSP GESTAO COMPARTILHADA                                         ;4754;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
320;2021;ATIVO;RODOVIA MG 050 - DIVERSOS MUNICIPIOS                                  ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
321;2021;ATIVO;"DESP.C/CURSO ""ESPECIALIZACAO PODER LEGISLATIVO E POLITICAS PUBLICAS""  ";CURSO DE ESPECIALIZACAO - ELE ;10010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;ALMG
321;2021;ATIVO;EMENDA Nº 13.783 - CONSTRUIR, AMPLIAR E/OU REFORMAR PRÉDIOS ESCOLARES ;0010081074309SRF1942          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
321;2021;ATIVO;GOV - DISTRIBUIÇÃO                                                    ;20230203;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
321;2021;ATIVO;NUCS-CENTRO REGIONAL DE MONTES CLAROS                                 ;25066901;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
321;2021;ATIVO;PRESIDIO DE RIO POMBA                                                 ;PRESIDIO DE RIO POMBA         ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
321;2021;ATIVO;PROD.ESPECIAIS - COMPRESSÃO                                           ;214303;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
321;2021;ATIVO;PRO HOSP GESTAO COMPARTILHADA - UBERLANDIA                            ;4755;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
321;2021;ATIVO;TRATAMENTO DE RESIDUOS SOLIDOS - DIVERSOS MUNICIPIOS                  ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
322;2021;ATIVO;COMPLEXO PENAL - UNIDADE REGIME FECHADO 1 - RIBEIRÃO DAS NEVES        ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
322;2021;ATIVO;CONTRATOS E OUTRAS DESPESAS DA SUBSECRETARIA VIG. EM SAUDE            ;TERMOS VIG. EM SAUDE.         ;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
322;2021;ATIVO; EMENDA Nº 13.791 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081064297SRF1943          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
322;2021;ATIVO;GOV - IRRADIAÇÃO                                                      ;20230204;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
322;2021;ATIVO;PRESIDIO DE PECANHA                                                   ;PRESIDIO DE PECANHA           ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
322;2021;ATIVO;PROD. ESPECIAIS - ENCAPSULAMENTO                                      ;214304;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
323;2021;ATIVO;COMPLEXO PENAL - UNIDADE REGIME FECHADO 2 - RIBEIRAO DAS NEVES        ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
323;2021;ATIVO;EMENDA Nº 137.102 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081064297SRF1944 '        ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
323;2021;ATIVO;GOV - FENOTIPAGEM                                                     ;20230205;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
323;2021;ATIVO;NUCS-AGENCIA REGIONAL DE BRASILIA DE MINAS                            ;26066902;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
323;2021;ATIVO;PRESIDIO DE RESENDE COSTA                                             ;PRESIDIO DE RESENDE COSTA     ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
323;2021;ATIVO;PROD. ESPECIAIS - ENVASE                                              ;214305;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
324;2021;ATIVO;COMPLEXO PENAL - UNIDADE REGIME SEMIABERTO 1 - RIBEIRAO DAS NEVES     ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
324;2021;ATIVO;GOV - CONTROLE DE QUALIDADE                                           ;20230206;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
324;2021;ATIVO;PRES.SAO JOAO EVANGELISTA                                             ;PRES.SAO JOAO EVANGELISTA     ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
324;2021;ATIVO;PROD. ESPECIAIS - ENVELOPAMENTO                                       ;214306;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
324;2021;ATIVO;REALIZAR ENCONTRO TECNICO OPERACIONAL                                 ;0023030012182U006             ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
325;2021;ATIVO;COMPLEXO PENAL - DIVERSAS UNIDADES - RIBEIRAO DAS NEVES               ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
325;2021;ATIVO;EMENDA Nº 137.199 - CONSTRUIR, AMPLIAR E/OU REFORMAR PRÉDIOS ESCOLARES;0010081074309SRF1946          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
325;2021;ATIVO;GOV - IMUNOHEMATOLOGIA                                                ;20230207;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
325;2021;ATIVO;PRESIDIO DE TURMALINA                                                 ;PRESIDIO DE TURMALINA         ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
325;2021;ATIVO;PROD. ESPECIAIS - BLISTAGEM                                           ;214307;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
326;2021;ATIVO;EMENDA Nº 13.710 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081064297SRF1947          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
326;2021;ATIVO;GOV - PROVA CRUZADA                                                   ;20230301;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
326;2021;ATIVO;PRESIDIO DE ITAMARANDIBA                                              ;PRESIDIO DE ITAMARANDIBA      ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
326;2021;ATIVO;PROD. ESPECIAIS - EMBALAGEM                                           ;214308;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
326;2021;ATIVO;SAUDE MENTAL                                                          ;0;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
326;2021;ATIVO;UAI - ARACUAI                                                         ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
327;2021;ATIVO;CUSTEIO DE LEITOS DE UTI.                                             ;4891;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
327;2021;ATIVO;EMENDA Nº 137.164 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081074304SRF1948          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
327;2021;ATIVO;GOV - MEDULA ÓSSEA - CAPTAÇÃO/COLETA - HLA                            ;20230401;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
327;2021;ATIVO;PRES.DE VARZEA DA PALMA                                               ;PRES.DE VARZEA DA PALMA       ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
327;2021;ATIVO;SERVIÇO DE ORÇAMENTO                                                  ;100139;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
327;2021;ATIVO;UAI - BARBACENA                                                       ;FPP-05                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
328;2021;ATIVO;EMENDA Nº 13.776 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081064297SRF1949          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
328;2021;ATIVO;GOV - SECRETÁRIA DO AMBULATÓRIO                                       ;20240101;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
328;2021;ATIVO;PRESIDIO DE CORINTO                                                   ;PRESIDIO DE CORINTO           ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
328;2021;ATIVO;SERVIÇO DE CONVENIOS                                                  ;100142;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
328;2021;ATIVO;UAI - BELO HORIZONTE - BARREIRO                                       ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
329;2021;ATIVO;ELAB.PLANO DIRETOR DO MUN.E REVISÃO DA LEGISL.URB.BASICA PARAISOPOLIS ;23.292.014;20060;FUNDAÇÃO JOÃO PINHEIRO;FJP
329;2021;ATIVO;EMENDA Nº 13.777 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081074304SRF1950          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
329;2021;ATIVO;GOV - ASSISTÊNCIA MÉDICA                                              ;20240102;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
329;2021;ATIVO;NUCS-CENTRO REGIONAL DE MURIAE                                        ;25156901;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
329;2021;ATIVO;PRESIDIO DE TRES MARIAS                                               ;PRESIDIO DE TRES MARIAS       ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
329;2021;ATIVO;SERVIÇO DE CONTRATOS - SCONTR                                         ;100141;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
329;2021;ATIVO;UAI - BELO HORIZONTE - BARRO PRETO                                    ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
330;2021;ATIVO;DIVISÃO DE PLANEJAMENTO E GESTÃO PRODUÇÃO                             ;200203;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
330;2021;ATIVO; EMENDA Nº 13.748 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ; 0010081064297SRF1952         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
330;2021;ATIVO;GOV - ASSISTÊNCIA DE ENFERMAGEM                                       ;20240103;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
330;2021;ATIVO;PRESIDIO DE AREADO                                                    ;PRESIDIO DE AREADO            ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
330;2021;ATIVO;UAI - BELO HORIZONTE - CIDADE ADMINISTRATIVA                          ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
331;2021;ATIVO;DESPESAS DIVERSAS - PROJETO CIDADANIA RIBEIRINHA                      ;PROJETO CIDADANIA RIBEIRINHA  ;10010;ASSEMBLEIA LEGISLATIVA DO ESTADO DE MINAS GERAIS;ALMG
331;2021;ATIVO;EMENDA Nº 13.750 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081074304SRF1953          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
331;2021;ATIVO;GOV - ASSISTÊNCIA ODONTOLÓGICA                                        ;20240104;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
331;2021;ATIVO;PRESIDIO DE MACHADO                                                   ;PRESIDIO DE MACHADO           ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
331;2021;ATIVO;PROGRAMA DE DESENVOLVIMENTO DE PESSOAS - FAPEMIG                      ;53.312.014;20060;FUNDAÇÃO JOÃO PINHEIRO;FJP
331;2021;ATIVO;PRO HOSP GESTAO COMPARTILHADA - HOSP. SÃO FRANCISCO                   ;5014;10320;SECRETARIA DE ESTADO DE SAÚDE;SES
331;2021;ATIVO;UAI - BELO HORIZONTE - PRAÇA SETE                                     ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
332;2021;ATIVO; EMENDA Nº 13.705 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081064297SRF2011          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
332;2021;ATIVO;GOV - ASSISTÊNCIA FISIOTERÁPICA                                       ;20240105;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
332;2021;ATIVO;PRES MONTE SANTO DE MINAS                                             ;PRES MONTE SANTO DE MINAS     ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
332;2021;ATIVO;SERVIÇO DE ANTIBIOTICOS E PRODS. ESPECIAIS                            ;214109;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
332;2021;ATIVO;UAI - BELO HORIZONTE - VENDA NOVA                                     ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
333;2021;ATIVO; EMENDA Nº 13.739 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ; 0010081064297SRF2012         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
333;2021;ATIVO;GOV - ASSISTÊNCIA PSICOLÓGICA                                         ;20240106;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
333;2021;ATIVO;PRESIDIO DE PERDIZES                                                  ;PRESIDIO DE PERDIZES          ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
333;2021;ATIVO;SERVIÇO DE PROVEDORIA DE ENSAIO PROFICIENCIA                          ;320102;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
333;2021;ATIVO;UAI - BETIM                                                           ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
334;2021;ATIVO;ALIENAÇOES DE BENS                                                    ;100142;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
334;2021;ATIVO;GOV - ASSISTÊNCIA LABORATORIAL - LABORATÓRIO DE HEMATOLOGIA           ;20240107;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
334;2021;ATIVO;NUCS-CENTRO REGIONAL DE PASSOS                                        ;25076901;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
334;2021;ATIVO; PRESIDIO DE CANAPOLIS                                                ; PRESIDIO DE CANAPOLIS        ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
334;2021;ATIVO;UAI - CARATINGA                                                       ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
335;2021;ATIVO;EMENDA Nº 13.761 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081064297SRF2014          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
335;2021;ATIVO;GOV - ASSISTÊNCIA FARMACÊUTICA                                        ;20240201;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
335;2021;ATIVO;PRESIDIO DE CAPINOPOLIS                                               ;PRESIDIO DE CAPINOPOLIS       ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
335;2021;ATIVO;SERVIÇO DE MANUTENÇÃO SISTEMAS E EQUIPS.                              ;100143;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
335;2021;ATIVO;UAI - CONTAGEM                                                        ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
336;2021;ATIVO;ACIDO ACETILSALICILICO - AAS-FUNED -CX 500 CPRS.                      ;235101;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
336;2021;ATIVO;EMENDA Nº 137.157 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081064297SRF2015          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
336;2021;ATIVO;GOV - ASSISTÊNCIA SOCIAL                                              ;20240202;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
336;2021;ATIVO;PRESIDIO DE SANTA VITORIA                                             ;PRESIDIO DE SANTA VITORIA     ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
336;2021;ATIVO;UAI - CORONEL FABRICIANO                                              ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
337;2021;ATIVO;ACIDO FÓLICO 5MG -FUNED CX 500 CPRS.                                  ;235102;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
337;2021;ATIVO;EMENDA Nº 13.707 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES    ;0010081074304SRF2016          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
337;2021;ATIVO;GOV - ASSISTÊNCIA PEDAGÓGICA                                          ;20240203;20320;FUNDAÇÃO CENTRO DE HEMATOLOGIA E HEMOTERAPIA DE MINAS GERAIS;HEMOMINAS
337;2021;ATIVO;NUCS-CENTRO REGIONAL DE PATOS DE MINAS                                ;25081003;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
337;2021;ATIVO;PRESIDIO DE CANDEIAS                                                  ;PRESIDIO DE CANDEIAS          ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
337;2021;ATIVO;UAI - CURVELO                                                         ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
338;2021;ATIVO;AMITRIPTILINA 25MG - FUNED CX 200 CPRS.                               ;235103;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
338;2021;ATIVO; EMENDA Nº 13.741 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081074304SRF2017          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
338;2021;ATIVO;PRESIDIO DE TARUMIRIM                                                 ;PRESIDIO DE TARUMIRIM         ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
338;2021;ATIVO;UAI - DIAMANTINA                                                      ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
339;2021;ATIVO;CAPTOPRIL 25MG - FUNED CX 500 CPRS.                                   ;235104;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
339;2021;ATIVO;EMENDA Nº 137.189 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ; 0010081074304SRF2018         ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
339;2021;ATIVO;PRESIDIO DE AIMORES                                                   ;PRESIDIO DE AIMORES           ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
339;2021;ATIVO;UAI - DIVINOPOLIS                                                     ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
340;2021;ATIVO;CARBAMAZEPINA 200MG - FUNED CX 200 CPRS                               ;235105;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
340;2021;ATIVO;NUCS-CENTRO REGIONAL DE PONTE NOVA                                    ;25161001;20010;INSTITUTO DE PREVIDÊNCIA DOS SERVIDORES DO ESTADO DE MINAS GERAIS;IPSEMG
340;2021;ATIVO;PRESIDIO DE PORTEIRINHA                                               ;PRESIDIO DE PORTEIRINHA       ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
340;2021;ATIVO;UAI - GOVERNADOR VALADARES                                            ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
341;2021;ATIVO;CIMETIDINA 200MG - FUNED CX 500 CPRS.                                 ;235106;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
341;2021;ATIVO;EMENDA Nº 137.183 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES   ;0010081064297SRF2039          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
341;2021;ATIVO;PRESIDIO DE MONTE AZUL                                                ;PRESIDIO DE MONTE AZUL        ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
341;2021;ATIVO;UAI - IPATINGA                                                        ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
342;2021;ATIVO;DEXAMETASONA CREME - 1MG/G - FUNED - CX 50 BISNAGAS                   ;235107;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
342;2021;ATIVO;PRESIDIO DE SALINAS                                                   ;PRESIDIO DE SALINAS           ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
342;2021;ATIVO;UAI - JUIZ DE FORA                                                    ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
343;2021;ATIVO;ATIVO                                                                 ;CORACAO DE JESUS              ;10450;SECRETARIA DE ESTADO DE JUSTIÇA E SEGURANÇA PÚBLICA;SEJUSP
343;2021;ATIVO;DIAZEPAN 10MG CX 200 CPRS.                                            ;235108;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
343;2021;ATIVO;UAI - LAVRAS                                                          ;FPP-MG                        ;10300;SECRETARIA DE ESTADO DE INFRAESTRUTURA E MOBILIDADE;SEINFRA
344;2021;ATIVO;DIAZEPAN 10MG CX 500 CPRS.                                            ;235109;20260;FUNDAÇÃO EZEQUIEL DIAS;FUNED
344;2021;ATIVO;EMENDA Nº 1101 - ADQUIRIR MOBILIÁRIO E/OU EQUIPAMENTOS ESCOLARES      ;0010081074304SRF2050          ;10260;SECRETARIA DE ESTADO DE EDUCAÇÃO;SEE
